time,current,voltage,power,SOC
901.0,0.094296,3.512234,0.331189617264,-1.342658
902.0,0.0953095,3.512072,0.334733826284,-1.357321
903.0,0.095569,3.511928,0.33563144703200004,-1.372024
904.0,0.095577,3.511858,0.335652852066,-1.386728
905.0,0.0950785,3.511926,0.33390865619099996,-1.401355
906.0,0.0946935,3.512025,0.3325659393375,-1.415924
907.0,0.095584,3.51192,0.33568336128,-1.430629
908.0,0.095278,3.511808,0.334598042624,-1.445287
909.0,0.095435,3.511943,0.33516228020500005,-1.459969
910.0,0.095071,3.511852,0.333875281492,-1.474596
911.0,0.097645,3.511647,0.34289477131499996,-1.489618
912.0,0.096404,3.511389,0.338511945156,-1.504449
913.0,0.096634,3.511531,0.33933328665400003,-1.519316
914.0,0.094983,3.511682,0.333550091406,-1.533929
915.0,0.09656,3.511378,0.33905865968000004,-1.548784
916.0,0.0967375,3.511487,0.3396924736625,-1.563667
917.0,0.097822,3.511214,0.343473975908,-1.578717
918.0,0.0996685,3.511222,0.349958229907,-1.594050
919.0,0.0972125,3.511419,0.3413538195375,-1.609006
920.0,0.097611,3.511209,0.34273262169900004,-1.624023
921.0,0.098854,3.511005,0.34707688827,-1.639231
922.0,0.100294,3.510851,0.352117290194,-1.654661
923.0,0.099358,3.510887,0.348834710546,-1.669947
924.0,0.100137,3.510747,0.351555672339,-1.685353
925.0,0.099156,3.510809,0.348117777204,-1.700607
926.0,0.0990365,3.51097,0.347714180405,-1.715844
927.0,0.1005715,3.510444,0.35305061874599997,-1.731316
928.0,0.100066,3.510447,0.351276389502,-1.746711
929.0,0.100784,3.510532,0.353805457088,-1.762216
930.0,0.101857,3.510484,0.357567368788,-1.777887
931.0,0.1007005,3.510354,0.35349440297699997,-1.793379
932.0,0.1019385,3.510231,0.3578276827935,-1.809062
933.0,0.1024225,3.510003,0.3595032822675,-1.824819
934.0,0.1025055,3.510038,0.359798200209,-1.840589
935.0,0.1034565,3.509942,0.36312631452300004,-1.856506
936.0,0.104809,3.509761,0.36785454064900003,-1.872630
937.0,0.103806,3.509738,0.364331862828,-1.888600
938.0,0.103121,3.509663,0.36191995822300005,-1.904465
939.0,0.105881,3.509455,0.371584604855,-1.920754
940.0,0.105047,3.509464,0.36865866480799997,-1.936916
941.0,-0.3568725,3.601873,-1.2854094221924999,-1.884757
942.0,-0.362388,3.604117,-1.306088751396,-1.831793
943.0,-0.3622445,3.604725,-1.3057918052625002,-1.778849
944.0,-0.3623275,3.605132,-1.30623846473,-1.725894
945.0,-0.363045,3.605507,-1.308961288815,-1.672833
946.0,-0.361864,3.605616,-1.304742628224,-1.619946
947.0,-0.3606715,3.605816,-1.3005150654439999,-1.567232
948.0,-0.362323,3.606118,-1.306579492114,-1.514277
949.0,-0.3601845,3.606292,-1.298930480874,-1.461635
950.0,-0.3611795,3.60649,-1.302590254955,-1.408847
951.0,-0.35962,3.606715,-1.2970468483,-1.356287
952.0,-0.3608025,3.606888,-1.3013742076200001,-1.303555
953.0,-0.3586415,3.606982,-1.293613434953,-1.251138
954.0,-0.357373,3.607064,-1.289067282872,-1.198906
955.0,-0.358318,3.607261,-1.292546546998,-1.146537
956.0,-0.357878,3.60749,-1.29104130622,-1.094231
957.0,-0.3564085,3.607546,-1.285760058541,-1.042141
958.0,-0.357446,3.607745,-1.28957401927,-0.989899
959.0,-0.3561335,3.60774,-1.28483707329,-0.937849
960.0,-0.3563735,3.607944,-1.285775631084,-0.885763
961.0,-0.355735,3.607963,-1.283478717805,-0.833771
962.0,-0.3541265,3.60798,-1.27768132947,-0.782014
963.0,-0.3544365,3.608105,-1.2788441078325,-0.730212
964.0,-0.3540255,3.608202,-1.2773955171509999,-0.678470
965.0,-0.3532765,3.608395,-1.2747611562174999,-0.626837
966.0,-0.3522095,3.608357,-1.2708976147914999,-0.575360
967.0,-0.3519125,3.608388,-1.2698368420500001,-0.523927
968.0,-0.352084,3.60841,-1.27046342644,-0.472469
969.0,-0.3513335,3.608581,-1.2678153927635,-0.421120
970.0,-0.3500625,3.608686,-1.263265642875,-0.369957
971.0,-0.3506675,3.608722,-1.265461521935,-0.318705
972.0,-0.3497105,3.608664,-1.2619876917719999,-0.267594
973.0,-0.3476515,3.608799,-1.2546043855485,-0.216783
974.0,-0.3483385,3.608843,-1.2570989573554998,-0.165872
975.0,-0.3479185,3.608728,-1.255543232668,-0.115023
976.0,-0.347111,3.608951,-1.252706590561,-0.064291
977.0,-0.347883,3.608914,-1.255479829062,-0.013447
978.0,-0.345298,3.60879,-1.24610796942,0.037020
979.0,-0.3451295,3.608882,-1.245531640219,0.087462
980.0,-0.3455905,3.608918,-1.2472077760790001,0.137971
981.0,-0.3436825,3.608914,-1.240320585805,0.188202
982.0,-0.3445685,3.60892,-1.24352015102,0.238562
983.0,-0.3442625,3.608964,-1.24243096905,0.288877
984.0,-0.342961,3.608966,-1.237734588326,0.339002
985.0,-0.3422845,3.608899,-1.2352701897655,0.389029
986.0,-0.3413415,3.608984,-1.231896012036,0.438917
987.0,-0.341512,3.608894,-1.232480607728,0.488830
988.0,-0.340164,3.608867,-1.227606634188,0.538546
989.0,-0.3399355,3.608916,-1.2267986649179998,0.588229
990.0,-0.338584,3.608809,-1.221884986456,0.637715
991.0,-0.338944,3.608994,-1.223246862336,0.687253
992.0,-0.3382965,3.608855,-1.2208630155075,0.736696
993.0,-0.3357705,3.608682,-1.211688959481,0.785770
994.0,-0.3368,3.608918,-1.2154835823999999,0.834995
995.0,-0.335019,3.608714,-1.208987755566,0.883959
996.0,-0.333961,3.608731,-1.205175413491,0.932769
997.0,-0.334832,3.608775,-1.2083333508,0.981706
998.0,-0.3331485,3.608538,-1.202179021893,1.030397
999.0,-0.332391,3.6085,-1.1994329234999999,1.078977
1000.0,-0.333602,3.608407,-1.203771792014,1.127734
1001.0,-0.3309435,3.608452,-1.1941937344620002,1.176103
1002.0,-0.330476,3.608438,-1.192502156488,1.224403
1003.0,-0.328846,3.608337,-1.1865871891020001,1.272465
1004.0,-0.3295885,3.608228,-1.189230454178,1.320636
1005.0,-0.329356,3.608293,-1.188412949308,1.368772
1006.0,-0.301427,3.60287,-1.08600229549,1.412827
1007.0,-0.3010775,3.602766,-1.084711780365,1.456831
1008.0,-0.299141,3.602701,-1.077715579841,1.500551
1009.0,-0.2993125,3.602422,-1.0782499348749999,1.544297
1010.0,-0.298124,3.602415,-1.0739663694600001,1.587869
1011.0,-0.2965895,3.602292,-1.068401983134,1.631217
1012.0,-0.297359,3.602277,-1.071169486443,1.674677
1013.0,-0.294182,3.602213,-1.059706224766,1.717673
1014.0,-0.293706,3.602024,-1.057936060944,1.760599
1015.0,-0.294736,3.602046,-1.061652629856,1.803676
1016.0,-0.2937505,3.601943,-1.0580725572215,1.846609
1017.0,-0.2918655,3.601882,-1.051265090871,1.889266
1018.0,-0.291438,3.601684,-1.049667581592,1.931861
1019.0,-0.2916925,3.601617,-1.0505646667725002,1.974493
1020.0,-0.2891085,3.601517,-1.0412291775945,2.016747
1021.0,-0.289279,3.601422,-1.041815754738,2.059026
1022.0,-0.289742,3.60138,-1.04347104396,2.101373
1023.0,-0.288665,3.601161,-1.039529140065,2.143563
1024.0,-0.286477,3.601041,-1.031615422557,2.185432
1025.0,-0.285848,3.601,-1.029338648,2.227210
1026.0,-0.285753,3.600917,-1.028972835501,2.268974
1027.0,-0.2840695,3.600801,-1.0228777396695,2.310492
1028.0,-0.284415,3.600636,-1.02407488794,2.352060
1029.0,-0.2847225,3.600662,-1.025189486295,2.393673
1030.0,-0.2829155,3.600383,-1.0186041566364998,2.435023
1031.0,-0.2818225,3.600304,-1.01464667404,2.476212
1032.0,-0.2812515,3.600302,-1.012590337953,2.517318
1033.0,-0.281751,3.600133,-1.014341072883,2.558497
1034.0,-0.2797805,3.600073,-1.0072302239765,2.599388
1035.0,-0.2781185,3.599892,-1.001196563202,2.640036
1036.0,-0.303767,3.604923,-1.095056644941,2.684433
1037.0,-0.302806,3.605025,-1.0916232001500001,2.728689
1038.0,-0.301916,3.604992,-1.088404764672,2.772815
1039.0,-0.300917,3.604769,-1.084736273173,2.816796
1040.0,-0.3010445,3.604725,-1.0851826352625,2.860794
1041.0,-0.2999725,3.604444,-1.0812340777899998,2.904636
1042.0,-0.299804,3.604609,-1.0806761966360001,2.948454
1043.0,-0.298439,3.604379,-1.075687264381,2.992072
1044.0,-0.2977425,3.604346,-1.0731669889050002,3.035588
1045.0,-0.2949505,3.604097,-1.0630302121985,3.078696
1046.0,-0.2947055,3.604075,-1.0621407249125001,3.121769
1047.0,-0.2944095,3.603955,-1.0610385895725,3.164798
1048.0,-0.293629,3.603804,-1.0581813647159999,3.207713
1049.0,-0.2932975,3.603693,-1.0569541476675,3.250579
1050.0,-0.290693,3.603441,-1.047495074613,3.293065
1051.0,-0.290698,3.603304,-1.047473266192,3.335552
1052.0,-0.288465,3.603315,-1.039430261475,3.377712
1053.0,-0.289409,3.603082,-1.0427643585380002,3.420010
1054.0,-0.288407,3.603065,-1.039149167455,3.462162
1055.0,-0.28863,3.602778,-1.03986981414,3.504347
1056.0,-0.286729,3.602576,-1.032963013904,3.546253
1057.0,-0.2842975,3.60259,-1.024207330525,3.587804
1058.0,-0.2846405,3.60247,-1.025408862035,3.629406
1059.0,-0.2832245,3.602245,-1.0202440390025,3.670800
1060.0,-0.2832585,3.602143,-1.0203376229655001,3.712199
1061.0,-0.2820875,3.601945,-1.0160636601875,3.753427
1062.0,-0.280527,3.601752,-1.0103886833040001,3.794428
1063.0,-0.2801235,3.601717,-1.0089255720495,3.835369
1064.0,-0.2769115,3.601588,-0.997321135462,3.875840
1065.0,-0.2795435,3.601601,-1.0068041491435,3.916697
1066.0,-0.27645,3.601209,-0.9955542280499998,3.957101
1067.0,-0.277002,3.601114,-0.997515780228,3.997586
1068.0,-0.275045,3.600998,-0.99043649491,4.037785
1069.0,-0.2741475,3.600981,-0.9871999386975,4.077852
1070.0,-0.2726795,3.600645,-0.9818220782775001,4.117706
1071.0,-0.2729095,3.600683,-0.9826605971885001,4.157592
1072.0,-0.272955,3.600399,-0.982746909045,4.197486
1073.0,-0.271696,3.600424,-0.978220799104,4.237195
1074.0,-0.2693955,3.600248,-0.969890610084,4.276568
1075.0,-0.2690795,3.599951,-0.9686730151045001,4.315895
1076.0,-0.267847,3.599824,-0.9642020589279999,4.355042
1077.0,-0.2661715,3.599673,-0.9581303619195001,4.393944
1078.0,-0.2658645,3.599616,-0.957010108032,4.432801
1079.0,-0.2648905,3.599247,-0.9534063374534999,4.471516
1080.0,-0.2654125,3.5991,-0.9552461287499999,4.510307
1081.0,-0.2633515,3.598874,-0.947768866211,4.548797
1082.0,-0.260717,3.598795,-0.9382670360149999,4.586902
1083.0,-0.25973,3.598545,-0.9346500928500001,4.624862
1084.0,-0.260275,3.598526,-0.93660635465,4.662903
1085.0,-0.2584015,3.598276,-0.929799915814,4.700669
1086.0,-0.2572615,3.598051,-0.9256399973364999,4.738269
1087.0,-0.2555145,3.597963,-0.9193317169634999,4.775613
1088.0,-0.25528,3.597702,-0.9184213665600001,4.812923
1089.0,-0.254992,3.597629,-0.917366613968,4.850191
1090.0,-0.2541565,3.597327,-0.9142840396755,4.887337
1091.0,-0.2529015,3.59711,-0.909714514665,4.924300
1092.0,-0.2521185,3.597124,-0.9069015071940001,4.961148
1093.0,-0.249649,3.59681,-0.89794001969,4.997635
1094.0,-0.251128,3.596673,-0.903225297144,5.034338
1095.0,-0.24896,3.596442,-0.89537020032,5.070725
1096.0,-0.247537,3.596202,-0.890193054474,5.106903
1097.0,-0.247019,3.596192,-0.8883277516479999,5.143006
1098.0,-0.24508,3.595843,-0.88126920244,5.178825
1099.0,-0.2460395,3.595821,-0.8847140009294999,5.214785
1100.0,-0.2439865,3.59558,-0.87727297967,5.250445
1101.0,-0.216833,3.590052,-0.778441745316,5.282136
1102.0,-0.2141495,3.589646,-0.768720896077,5.313434
1103.0,-0.2129295,3.589374,-0.7642836111329999,5.344555
1104.0,-0.212175,3.589308,-0.7615614249,5.375565
1105.0,-0.211955,3.58902,-0.7607107341,5.406543
1106.0,-0.2121065,3.589221,-0.7612971040365001,5.437543
1107.0,-0.2123035,3.589367,-0.7620351768845001,5.468572
1108.0,-0.21592,3.589596,-0.77506556832,5.500130
1109.0,-0.215036,3.589799,-0.771936017764,5.531558
1110.0,-0.2156065,3.589923,-0.7740107332995001,5.563070
1111.0,-0.2172355,3.590181,-0.7799147646254999,5.594820
1112.0,-0.2172995,3.590259,-0.7801614855705,5.626579
1113.0,-0.216804,3.590344,-0.778400940576,5.658266
1114.0,-0.217278,3.590663,-0.780172075314,5.690022
1115.0,-0.2208225,3.590869,-0.7929446697525,5.722296
1116.0,-0.2199285,3.590926,-0.789746968791,5.754439
1117.0,-0.221802,3.591293,-0.796555969986,5.786856
1118.0,-0.2216235,3.591276,-0.795911156586,5.819247
1119.0,-0.220877,3.59162,-0.7933062507399999,5.851529
1120.0,-0.222729,3.591779,-0.799993344891,5.884082
1121.0,-0.223728,3.591876,-0.803603233728,5.916781
1122.0,-0.226566,3.592189,-0.813867892974,5.949894
1123.0,-0.2259185,3.592263,-0.8115586685655,5.982913
1124.0,-0.2281405,3.592549,-0.8196059251345,6.016257
1125.0,-0.228877,3.592725,-0.8222921198250001,6.049708
1126.0,-0.2268655,3.592855,-0.8150948460025,6.082865
1127.0,-0.228827,3.592856,-0.822142459912,6.116309
1128.0,-0.2277765,3.593109,-0.8184257921385,6.149600
1129.0,-0.2298665,3.593375,-0.8259965344375,6.183196
1130.0,-0.231142,3.593669,-0.8306478399979998,6.216978
1131.0,-0.2563765,3.598898,-0.9226728730970001,6.254448
1132.0,-0.2601405,3.599341,-0.9363343674104999,6.292469
1133.0,-0.259959,3.599569,-0.935740357671,6.330463
1134.0,-0.2600535,3.599729,-0.9361221255015,6.368471
1135.0,-0.2622155,3.60001,-0.943978422155,6.406794
1136.0,-0.2613685,3.600163,-0.9409692030654999,6.444994
1137.0,-0.2607225,3.600205,-0.9386544481125001,6.483100
1138.0,-0.261063,3.600545,-0.939969079335,6.521255
1139.0,-0.264606,3.600848,-0.952805985888,6.559929
1140.0,-0.2640715,3.600846,-0.9508808044890001,6.598524
1141.0,-0.264295,3.601089,-0.951749817255,6.637151
1142.0,-0.265755,3.601284,-0.9570592294200001,6.675992
1143.0,-0.264696,3.601374,-0.9532692923039999,6.714679
1144.0,-0.267105,3.601648,-0.9620181890399999,6.753717
1145.0,-0.266838,3.601708,-0.961072559304,6.792717
1146.0,-0.269046,3.601838,-0.969060106548,6.832039
1147.0,-0.2693745,3.60212,-0.9703192739400002,6.871409
1148.0,-0.2682285,3.602175,-0.9662059969874999,6.910611
1149.0,-0.2702625,3.602348,-0.9735795763500001,6.950111
1150.0,-0.270667,3.602598,-0.9751043928659999,6.989670
1151.0,-0.2699615,3.6028,-0.9726172922,7.029126
1152.0,-0.2710645,3.602903,-0.9766191002435,7.068743
1153.0,-0.272505,3.603095,-0.981861402975,7.108571
1154.0,-0.273913,3.60327,-0.9869824955100002,7.148605
1155.0,-0.2721905,3.603317,-0.9807886558885001,7.188386
1156.0,-0.274672,3.603492,-0.9897783546240001,7.228531
1157.0,-0.2744485,3.603688,-0.989026766068,7.268642
1158.0,-0.274304,3.603916,-0.9885685744639999,7.308733
1159.0,-0.274497,3.60398,-0.98928169806,7.348852
1160.0,-0.274258,3.604136,-0.988463131088,7.388936
1161.0,-0.275015,3.604318,-0.9912415147700001,7.429130
1162.0,-0.277077,3.604339,-0.998679437103,7.469626
1163.0,-0.275896,3.604412,-0.9944428531519999,7.509949
1164.0,-0.2769785,3.604605,-0.9983980859925,7.550431
1165.0,-0.2772415,3.604715,-0.9993765936725,7.590951
1166.0,-0.279314,3.604982,-1.006921942348,7.631773
1167.0,-0.2783555,3.604991,-1.0034690723005,7.672456
1168.0,-0.278952,3.605096,-1.005648739392,7.713226
1169.0,-0.2792615,3.605313,-1.0068251163495001,7.754041
1170.0,-0.2796,3.60542,-1.008075432,7.794906
1171.0,-0.278643,3.605642,-1.004686903806,7.835630
1172.0,-0.280763,3.605614,-1.0123230034819999,7.876665
1173.0,-0.2800885,3.605733,-1.0099243473705,7.917601
1174.0,-0.282005,3.605894,-1.01688013747,7.958817
1175.0,-0.281002,3.605983,-1.0132884349659999,7.999887
1176.0,-0.280669,3.606178,-1.012142373082,8.040908
1177.0,-0.2825125,3.606282,-1.0188197435250002,8.082198
1178.0,-0.2820225,3.60647,-1.017105685575,8.123417
1179.0,-0.281992,3.606499,-1.017003866008,8.164631
1180.0,-0.283191,3.606639,-1.021367705049,8.206020
1181.0,-0.283393,3.606956,-1.022186081708,8.247439
1182.0,-0.2841595,3.606961,-1.0249522342795,8.288970
1183.0,-0.2836905,3.607089,-1.0232968819545,8.330433
1184.0,-0.2844625,3.607011,-1.0260593665875,8.372008
1185.0,-0.2844055,3.607156,-1.0258950057579999,8.413575
1186.0,-0.2852295,3.607347,-1.0289217811365001,8.455262
1187.0,-0.285877,3.607548,-1.031314999596,8.497044
1188.0,-0.285391,3.607551,-1.029562587441,8.538755
1189.0,-0.285924,3.607715,-1.03153230366,8.580544
1190.0,-0.287345,3.607855,-1.036699094975,8.622541
1191.0,-0.2872885,3.607822,-1.036485770647,8.664529
1192.0,-0.287539,3.607819,-1.037388667441,8.706554
1193.0,-0.287423,3.607998,-1.0370216091539999,8.748562
1194.0,-0.288038,3.607986,-1.039237071468,8.790660
1195.0,-0.2874755,3.608327,-1.0373056084885,8.832675
1196.0,-0.260017,3.603004,-0.936842291068,8.870678
1197.0,-0.2614495,3.602984,-0.9419983653080001,8.908890
1198.0,-0.261708,3.603103,-0.942960879924,8.947139
1199.0,-0.261123,3.603005,-0.9408274746149999,8.985304
1200.0,-0.2605885,3.603021,-0.9389058378585,9.023390
1201.0,-0.2613705,3.603057,-0.9417328096185,9.061590
1202.0,-0.2633185,3.603158,-0.9487781598230001,9.100075
1203.0,-0.261677,3.603224,-0.942880846648,9.138320
1204.0,-0.2620635,3.603262,-0.944283451137,9.176622
1205.0,-0.2624775,3.603354,-0.9457993495349999,9.214984
1206.0,-0.2597485,3.603339,-0.9359619002414999,9.252947
1207.0,-0.2627375,3.603406,-0.946749883925,9.291347
1208.0,-0.26359,3.603619,-0.94987793221,9.329872
1209.0,-0.262416,3.603665,-0.94565935464,9.368225
1210.0,-0.2635725,3.603596,-0.94980880671,9.406747
1211.0,-0.2635535,3.603716,-0.949771964806,9.445266
1212.0,-0.2627695,3.603663,-0.9469327246785,9.483671
1213.0,-0.2628305,3.603694,-0.947160695867,9.522085
1214.0,-0.262867,3.603772,-0.9473127343240001,9.560504
1215.0,-0.261614,3.603786,-0.9428008706040001,9.598740
1216.0,-0.2625505,3.603817,-0.9461839552585001,9.637112
1217.0,-0.262435,3.603842,-0.9457742752699999,9.675468
1218.0,-0.2639545,3.603836,-0.9512487294619999,9.714046
1219.0,-0.2636195,3.603916,-0.950062533962,9.752575
1220.0,-0.2623545,3.603853,-0.9454870518884999,9.790919
1221.0,-0.261377,3.60395,-0.9419896391500001,9.829121
1222.0,-0.262669,3.603957,-0.9466477812329999,9.867511
1223.0,-0.263541,3.604002,-0.9498022910820001,9.906028
1224.0,-0.262197,3.604029,-0.9449655917130001,9.944349
1225.0,-0.263313,3.604074,-0.9489995371620001,9.982834
1226.0,-0.2887465,3.609356,-1.042188912254,10.025035
1227.0,-0.288784,3.609495,-1.04236440408,10.067242
1228.0,-0.2899505,3.609558,-1.046593146879,10.109619
1229.0,-0.2903585,3.609614,-1.048082106619,10.152056
1230.0,-0.290024,3.609673,-1.046891802152,10.194444
1231.0,-0.2893425,3.609748,-1.0444535106900001,10.236733
1232.0,-0.2901625,3.609855,-1.0474445514375,10.279141
1233.0,-0.290004,3.60982,-1.04686223928,10.321527
1234.0,-0.288823,3.609849,-1.042607417727,10.363739
1235.0,-0.290248,3.609913,-1.0477700284240001,10.406160
1236.0,-0.289402,3.609898,-1.0447117009959999,10.448457
1237.0,-0.28919,3.609963,-1.04396519997,10.490723
1238.0,-0.288902,3.609864,-1.042896929328,10.532948
1239.0,-0.2885675,3.609789,-1.0416677872575,10.575123
1240.0,-0.2904165,3.60983,-1.048354194195,10.617568
1241.0,-0.287811,3.60979,-1.0389372696899999,10.659633
1242.0,-0.287831,3.609815,-1.039016661265,10.701701
1243.0,-0.2875445,3.60988,-1.03800113966,10.743726
1244.0,-0.287264,3.609915,-1.03699862256,10.785711
1245.0,-0.287576,3.609946,-1.038133830896,10.827741
1246.0,-0.2874555,3.610004,-1.037715504822,10.869754
1247.0,-0.2872105,3.609933,-1.0368106618964998,10.911731
1248.0,-0.2870155,3.609891,-1.0360946703105,10.953679
1249.0,-0.2869585,3.609823,-1.0358693933455,10.995620
1250.0,-0.286911,3.609857,-1.0357076817270001,11.037553
1251.0,-0.284968,3.609839,-1.028688600152,11.079202
1252.0,-0.2857415,3.609844,-1.031482239326,11.120964
1253.0,-0.2850705,3.609884,-1.029071436822,11.162628
1254.0,-0.285348,3.609854,-1.030064619192,11.204333
1255.0,-0.2866705,3.609711,-1.0347976572255,11.246231
1256.0,-0.284477,3.60973,-1.0268851612099998,11.287808
1257.0,-0.2846255,3.609703,-1.0274135212264999,11.329407
1258.0,-0.2842505,3.609743,-1.0260712526215001,11.370952
1259.0,-0.2838935,3.60979,-1.024795917365,11.412444
1260.0,-0.284976,3.609804,-1.028707504704,11.454094
1261.0,-0.283247,3.60971,-1.02243952837,11.495492
1262.0,-0.282855,3.609555,-1.020980679525,11.536832
1263.0,-0.2831445,3.609536,-1.0220202659520001,11.578215
1264.0,-0.282823,3.609542,-1.020861497066,11.619551
1265.0,-0.282946,3.609556,-1.0213094319759999,11.660904
1266.0,-0.282753,3.60959,-1.0206224012699998,11.702230
1267.0,-0.2814165,3.609356,-1.015732332774,11.743360
1268.0,-0.28114,3.609368,-1.01473771952,11.784449
1269.0,-0.2820945,3.609465,-1.0182102244425002,11.825679
1270.0,-0.2814125,3.60936,-1.015719021,11.866808
1271.0,-0.2798185,3.60917,-1.009912535645,11.907705
1272.0,-0.278142,3.609137,-1.003852583454,11.948356
1273.0,-0.278508,3.609048,-1.005148740384,11.989061
1274.0,-0.2776815,3.609179,-1.0022022384885,12.029645
1275.0,-0.2784705,3.608926,-1.004979427683,12.070345
1276.0,-0.275634,3.60882,-0.99471349188,12.110630
1277.0,-0.277824,3.608805,-1.00261264032,12.151235
1278.0,-0.27919,3.60894,-1.0075799586,12.192040
1279.0,-0.27659,3.6087,-0.998130333,12.232464
1280.0,-0.2744875,3.608524,-0.99049473145,12.272582
1281.0,-0.273616,3.60843,-0.98732418288,12.312572
1282.0,-0.2750875,3.608619,-0.9926859791624999,12.352777
1283.0,-0.2749355,3.608577,-0.9921259217835,12.392960
1284.0,-0.274872,3.608451,-0.9918621432720001,12.433133
1285.0,-0.2732105,3.608283,-0.9858208025715001,12.473064
1286.0,-0.274645,3.608304,-0.9910026520799999,12.513205
1287.0,-0.274561,3.608274,-0.9906913177140001,12.553333
1288.0,-0.274729,3.608104,-0.991250803816,12.593485
1289.0,-0.273233,3.608097,-0.985851167601,12.633419
1290.0,-0.2712705,3.607881,-0.9787116828105,12.673067
1291.0,-0.244201,3.602407,-0.879711391807,12.708758
1292.0,-0.2437565,3.602381,-0.8781037842264999,12.744384
1293.0,-0.2423495,3.60239,-0.873037415305,12.779804
1294.0,-0.2420665,3.602013,-0.8719266798644999,12.815183
1295.0,-0.241665,3.601967,-0.870469355055,12.850503
1296.0,-0.2421215,3.601841,-0.8720831456814999,12.885890
1297.0,-0.239902,3.601712,-0.864057912224,12.920953
1298.0,-0.2406825,3.601691,-0.8668639941075,12.956129
1299.0,-0.2400645,3.601549,-0.8646040599104999,12.991216
1300.0,-0.2388925,3.601335,-0.8603319214875,13.026131
1301.0,-0.2383725,3.601247,-0.8584382505074999,13.060970
1302.0,-0.2371745,3.601109,-0.8540912265205001,13.095634
1303.0,-0.237095,3.601127,-0.853809206065,13.130286
1304.0,-0.236794,3.600866,-0.852663463604,13.164895
1305.0,-0.235413,3.600674,-0.847645468362,13.199301
1306.0,-0.235313,3.600589,-0.847265399357,13.233693
1307.0,-0.2319,3.600451,-0.8349445869,13.267586
1308.0,-0.233546,3.600396,-0.840858084216,13.301720
1309.0,-0.232125,3.600189,-0.835693871625,13.335646
1310.0,-0.23147,3.600006,-0.83329338882,13.369476
1311.0,-0.2324075,3.599949,-0.8366551472175,13.403443
1312.0,-0.229932,3.59974,-0.82769541768,13.437049
1313.0,-0.229101,3.599613,-0.8246749379130001,13.470533
1314.0,-0.229867,3.599572,-0.827422816924,13.504128
1315.0,-0.22746,3.599232,-0.81868131072,13.537373
1316.0,-0.228269,3.599227,-0.821591948063,13.570735
1317.0,-0.2268325,3.599074,-0.816386953105,13.603887
1318.0,-0.225063,3.598794,-0.809955374022,13.636781
1319.0,-0.226648,3.598836,-0.815668981728,13.669907
1320.0,-0.2249765,3.598579,-0.8095957083934999,13.702788
1321.0,-0.2507355,3.603813,-0.9036038544615,13.739434
1322.0,-0.248699,3.603635,-0.8962204208650001,13.775782
1323.0,-0.249541,3.603616,-0.8992499402560001,13.812254
1324.0,-0.2489985,3.603531,-0.8972738137035,13.848646
1325.0,-0.2476105,3.603417,-0.8922438850785,13.884835
1326.0,-0.2471065,3.603164,-0.890365244966,13.920950
1327.0,-0.24517,3.60291,-0.8833254447,13.956783
1328.0,-0.245252,3.602897,-0.883617695044,13.992628
1329.0,-0.2458815,3.602788,-0.885858917622,14.028564
1330.0,-0.2435245,3.602598,-0.877320876651,14.064156
1331.0,-0.2424785,3.602362,-0.873495334217,14.099595
1332.0,-0.241008,3.602179,-0.868153956432,14.134820
1333.0,-0.2402155,3.602136,-0.865288900308,14.169928
1334.0,-0.239918,3.602038,-0.8641937528839999,14.204993
1335.0,-0.239064,3.601769,-0.861053304216,14.239933
1336.0,-0.2386765,3.601574,-0.859611076811,14.274816
1337.0,-0.236997,3.601387,-0.853517914839,14.309455
1338.0,-0.236524,3.601312,-0.8517967194880001,14.344023
1339.0,-0.2353505,3.601121,-0.8475256279105,14.378421
1340.0,-0.2328825,3.601006,-0.8386112797949999,14.412457
1341.0,-0.233903,3.600714,-0.842217806742,14.446643
1342.0,-0.232581,3.600591,-0.8374290553710001,14.480636
1343.0,-0.232401,3.600371,-0.836729820771,14.514602
1344.0,-0.2310355,3.600311,-0.8317996520405,14.548369
1345.0,-0.2314205,3.600178,-0.8331549928490001,14.582192
1346.0,-0.227962,3.599875,-0.82063470475,14.615509
1347.0,-0.226724,3.599649,-0.816126819876,14.648646
1348.0,-0.2275955,3.599541,-0.8192393336655,14.681910
1349.0,-0.226297,3.599429,-0.814539984413,14.714984
1350.0,-0.224182,3.59916,-0.80686688712,14.747749
1351.0,-0.2230425,3.598948,-0.80271835929,14.780348
1352.0,-0.223138,3.598711,-0.8030091751180001,14.812960
1353.0,-0.2228635,3.598597,-0.8019959225094999,14.845533
1354.0,-0.2207085,3.598308,-0.794177161218,14.877790
1355.0,-0.2198345,3.598203,-0.7910091574034999,14.909920
1356.0,-0.219539,3.598049,-0.7899120794110001,14.942006
1357.0,-0.2181635,3.597764,-0.7849007864140001,14.973892
1358.0,-0.2168085,3.597577,-0.7799852730044999,15.005579
1359.0,-0.2165675,3.597428,-0.77908598839,15.037231
1360.0,-0.215267,3.597181,-0.774354362327,15.068693
1361.0,-0.2136245,3.596923,-0.7683908774135,15.099915
1362.0,-0.211934,3.596699,-0.762262805866,15.130890
1363.0,-0.2123155,3.596513,-0.7635954558514999,15.161921
1364.0,-0.2111495,3.596382,-0.759374261109,15.192781
1365.0,-0.2093155,3.59605,-0.7527090037749999,15.223374
