time,current,voltage,power
1.0,-0.290768,3.597263,-1.045968967984
2.0,-0.290768,3.597263,-1.045968967984
3.0,-0.290768,3.597263,-1.045968967984
4.0,-0.291648,3.597409,-1.049177140032
5.0,-0.289009,3.59754,-1.0397214378600002
6.0,-0.289128,3.597784,-1.040220092352
7.0,-0.2916325,3.597891,-1.0492619470575002
8.0,-0.2908195,3.598134,-1.046407530813
9.0,-0.2901575,3.598241,-1.0440566129575
10.0,-0.290105,3.598343,-1.043897296015
11.0,-0.2908245,3.598571,-1.0465526117895
12.0,-0.2914205,3.598542,-1.048688908911
13.0,-0.2890435,3.598683,-1.0401759297105
14.0,-0.291432,3.598749,-1.048790618568
15.0,-0.2905225,3.598936,-1.0455718840600001
16.0,-0.2902525,3.599077,-1.0446410969425
17.0,-0.29033,3.599145,-1.0449397678499999
18.0,-0.291327,3.599186,-1.048540059822
19.0,-0.29029,3.599376,-1.04486285904
20.0,-0.290101,3.599396,-1.044188378996
21.0,-0.2897485,3.599526,-1.0429572592110001
22.0,-0.2902,3.599529,-1.0445833158
23.0,-0.29048,3.599702,-1.04564143696
24.0,-0.2909525,3.599762,-1.047359753305
25.0,-0.2904535,3.599847,-1.0455881606144999
26.0,-0.2904725,3.599914,-1.045676019365
27.0,-0.290319,3.599978,-1.045142012982
28.0,-0.291206,3.600062,-1.048359654772
29.0,-0.2900835,3.600107,-1.0443316389344999
30.0,-0.2898965,3.600228,-1.043693496402
31.0,-0.292378,3.600403,-1.0526786283340002
32.0,-0.2892385,3.600335,-1.0413554948975
33.0,-0.290163,3.600375,-1.044695611125
34.0,-0.2898795,3.600601,-1.0437404175795002
35.0,-0.2900925,3.600496,-1.04447688588
36.0,-0.2901935,3.600579,-1.0448646220365
37.0,-0.2873975,3.600442,-1.0347580296949999
38.0,-0.289667,3.600554,-1.042961675518
39.0,-0.2879685,3.600611,-1.0368625487535
40.0,-0.2892185,3.600662,-1.041378062647
41.0,-0.2878415,3.600684,-1.0364262835859999
42.0,-0.288676,3.600688,-1.039432209088
43.0,-0.2904755,3.600739,-1.0459264613945
44.0,-0.2888095,3.60089,-1.0399712404550001
45.0,-0.287475,3.600817,-1.035144867075
46.0,-0.2885765,3.6009,-1.0391351188500002
47.0,-0.287806,3.600868,-1.036351415608
48.0,-0.2864775,3.600848,-1.03156193292
49.0,-0.286733,3.600697,-1.032438652901
50.0,-0.286667,3.60094,-1.03227066698
51.0,-0.286042,3.60089,-1.0300057773800002
52.0,-0.2858995,3.600853,-1.0294820722734999
53.0,-0.2865335,3.600939,-1.0317896549565
54.0,-0.287629,3.600926,-1.035730744454
55.0,-0.2858155,3.600767,-1.0291550204885
56.0,-0.2842765,3.600901,-1.0236515331265
57.0,-0.2852495,3.600923,-1.0271614852884998
58.0,-0.2839695,3.6009,-1.02254577255
59.0,-0.2839185,3.60089,-1.022359287465
60.0,-0.2848835,3.600996,-1.025864343966
61.0,-0.2822125,3.600857,-1.0162068561125
62.0,-0.284699,3.60082,-1.02514985318
63.0,-0.2832055,3.600748,-1.019751637714
64.0,-0.2844005,3.600848,-1.024082971624
65.0,-0.283062,3.600912,-1.0192813525439999
66.0,-0.2558685,3.595497,-0.9199744241445
67.0,-0.254094,3.595273,-0.913537297662
68.0,-0.254187,3.595273,-0.913871658051
69.0,-0.2553125,3.595325,-0.9179314140625
70.0,-0.254944,3.595198,-0.916574158912
71.0,-0.2535775,3.595101,-0.9116367238275
72.0,-0.2538525,3.594996,-0.9125987220899999
73.0,-0.2528705,3.594825,-0.9090251951625
74.0,-0.2525435,3.595084,-0.9079150961539999
75.0,-0.2523465,3.59481,-0.9071377216649998
76.0,-0.2505755,3.594753,-0.9007570303515
77.0,-0.2509455,3.594663,-0.9020645038665
78.0,-0.248991,3.594713,-0.8950511845829999
79.0,-0.248017,3.594702,-0.8915472059339999
80.0,-0.250015,3.594462,-0.89866941693
81.0,-0.2514875,3.594481,-0.9039670404874999
82.0,-0.2482765,3.594494,-0.892428389591
83.0,-0.2504,3.594393,-0.9000360072000001
84.0,-0.248089,3.59428,-0.89170133092
85.0,-0.2480685,3.594256,-0.891621694536
86.0,-0.247638,3.594334,-0.890093683092
87.0,-0.2465155,3.594114,-0.8860048097669999
88.0,-0.247078,3.594037,-0.888007473886
89.0,-0.244716,3.594038,-0.8795186032079999
90.0,-0.2455735,3.593861,-0.8825570242835
91.0,-0.244836,3.593851,-0.879904103436
92.0,-0.2434085,3.593869,-0.8747782624865
93.0,-0.2431825,3.59361,-0.8739030638249999
94.0,-0.2426415,3.593403,-0.8719086940245
95.0,-0.2437905,3.593466,-0.8760528728729999
96.0,-0.267848,3.59876,-0.9639206684799999
97.0,-0.266963,3.598656,-0.9607080017280001
98.0,-0.266752,3.598679,-0.959954820608
99.0,-0.2656115,3.598601,-0.9558298095115
100.0,-0.26699,3.598462,-0.96075336938
101.0,-0.2654135,3.598447,-0.9550764128345002
102.0,-0.2664885,3.598397,-0.9589314189345001
103.0,-0.26184,3.598097,-0.94212571848
104.0,-0.2634755,3.597989,-0.9479819507695
105.0,-0.2635345,3.598021,-0.9482026652245
106.0,-0.262602,3.597965,-0.94483280493
107.0,-0.2621595,3.597848,-0.9432100327559999
108.0,-0.2601915,3.597663,-0.9360813324645
109.0,-0.2610745,3.597693,-0.9392659011285
110.0,-0.260058,3.597505,-0.93555995529
111.0,-0.2584225,3.597549,-0.9296876064524999
112.0,-0.2584275,3.597237,-0.9296249648174999
113.0,-0.256793,3.597169,-0.923727819017
114.0,-0.257107,3.59705,-0.9248267343499998
115.0,-0.254326,3.59683,-0.91476738658
116.0,-0.2539565,3.596865,-0.9134472463725
117.0,-0.252925,3.596656,-0.9096842188
118.0,-0.2533465,3.596674,-0.9112047695409999
119.0,-0.2518605,3.596431,-0.9057989098754999
120.0,-0.25283,3.596369,-0.90926997427
121.0,-0.2512715,3.59624,-0.9036326191599999
122.0,-0.249605,3.596003,-0.8975803288149999
123.0,-0.2494745,3.596023,-0.8971160399135
124.0,-0.247808,3.595684,-0.891039260672
125.0,-0.247595,3.595769,-0.890294425555
126.0,-0.2469775,3.595551,-0.8880201971024999
127.0,-0.2456825,3.595423,-0.8833325111974999
128.0,-0.246556,3.59533,-0.88645018348
129.0,-0.242988,3.595013,-0.8735450188439999
130.0,-0.244498,3.594935,-0.8789544176299999
131.0,-0.243792,3.594917,-0.8764120052640001
132.0,-0.242148,3.594705,-0.8704506263399999
133.0,-0.2399895,3.59444,-0.86262785838
134.0,-0.240661,3.594376,-0.8650261225360001
135.0,-0.2383835,3.594118,-0.856778428253
136.0,-0.238721,3.593927,-0.857945847367
137.0,-0.237986,3.593842,-0.855284082212
138.0,-0.238052,3.593797,-0.855510563444
139.0,-0.237309,3.593524,-0.852775586916
140.0,-0.2345205,3.593362,-0.842717052921
141.0,-0.2339635,3.593338,-0.840709935163
142.0,-0.2332335,3.593026,-0.838014029571
143.0,-0.232515,3.592934,-0.83541104901
144.0,-0.231329,3.592694,-0.831094310326
145.0,-0.229119,3.592434,-0.823094885646
146.0,-0.2288885,3.592231,-0.8222203652435
147.0,-0.2277875,3.592198,-0.818257801925
148.0,-0.229435,3.592023,-0.8241357970050001
149.0,-0.2252695,3.59182,-0.80912749549
150.0,-0.2245905,3.59144,-0.80660330532
151.0,-0.224642,3.591463,-0.806793431246
152.0,-0.2229905,3.591157,-0.8007938950085001
153.0,-0.223565,3.591102,-0.80284471863
154.0,-0.222737,3.590937,-0.7998345345689999
155.0,-0.219957,3.59073,-0.7898061986100001
156.0,-0.220841,3.59049,-0.79292740209
157.0,-0.219577,3.590227,-0.788331273979
158.0,-0.217531,3.59013,-0.78096456903
159.0,-0.2160275,3.589897,-0.7755164741675
160.0,-0.2165535,3.589708,-0.777363831378
161.0,-0.188452,3.584151,-0.675440424252
162.0,-0.187279,3.583844,-0.671178720476
163.0,-0.1853125,3.583631,-0.6640916196875
164.0,-0.182005,3.583246,-0.65216868823
165.0,-0.182797,3.5831,-0.6549799306999999
166.0,-0.1819675,3.582815,-0.6519558885125001
167.0,-0.1827445,3.582698,-0.654718354661
168.0,-0.179749,3.582348,-0.643923470652
169.0,-0.1777765,3.582102,-0.636813556203
170.0,-0.177623,3.581851,-0.636219120173
171.0,-0.176084,3.581683,-0.630677069372
172.0,-0.17518,3.581417,-0.62739263006
173.0,-0.1740805,3.58119,-0.623415345795
174.0,-0.1731145,3.581058,-0.619933065141
175.0,-0.1721995,3.580799,-0.6166117974005
176.0,-0.1717245,3.580539,-0.6148662695054999
177.0,-0.168836,3.580154,-0.604458880744
178.0,-0.167416,3.580037,-0.599355474392
179.0,-0.1671505,3.579839,-0.5983718787695
180.0,-0.1654255,3.579511,-0.5921423969305001
181.0,-0.1631395,3.579344,-0.5839323904879999
182.0,-0.163658,3.579154,-0.5857571853319999
183.0,-0.1614375,3.578903,-0.5777691530625
184.0,-0.1613535,3.578592,-0.577418344272
185.0,-0.159133,3.578419,-0.569444550727
186.0,-0.159839,3.578181,-0.571932872859
187.0,-0.157416,3.577896,-0.563218076736
188.0,-0.156284,3.57764,-0.55912788976
189.0,-0.15346,3.577378,-0.54898442788
190.0,-0.153495,3.577157,-0.549075713715
191.0,-0.179416,3.582061,-0.642679056376
192.0,-0.1773625,3.581909,-0.6352963350125
193.0,-0.1770215,3.58166,-0.63403082569
194.0,-0.177208,3.581378,-0.634648832624
195.0,-0.175747,3.581256,-0.629394998232
196.0,-0.1732805,3.580978,-0.620513658329
197.0,-0.172616,3.580677,-0.618082141032
198.0,-0.1721195,3.580521,-0.6162774842595
199.0,-0.1698575,3.5803,-0.60814080725
200.0,-0.168549,3.579982,-0.603402386118
201.0,-0.167666,3.579844,-0.600218124104
202.0,-0.167552,3.579536,-0.5997584158720001
203.0,-0.1645475,3.579322,-0.588968486795
204.0,-0.163416,3.579074,-0.584877956784
205.0,-0.1605885,3.578844,-0.574721189694
206.0,-0.1623095,3.578594,-0.580839802843
207.0,-0.1591635,3.578335,-0.5695403227725001
208.0,-0.157913,3.578076,-0.5650247153879999
209.0,-0.156734,3.577757,-0.560756165638
210.0,-0.1568925,3.577487,-0.5612808791475
211.0,-0.155894,3.577273,-0.557675397062
212.0,-0.154126,3.576924,-0.5512969884240001
213.0,-0.151914,3.576674,-0.543346854036
214.0,-0.1495205,3.576481,-0.5347572273605
215.0,-0.1488015,3.576169,-0.5321393114535
216.0,-0.147969,3.575781,-0.529104738789
217.0,-0.1441155,3.575557,-0.5152931848335001
218.0,-0.145179,3.575285,-0.519056301015
219.0,-0.14298,3.574992,-0.51115235616
220.0,-0.142786,3.574688,-0.510415400768
221.0,-0.1413785,3.574386,-0.505341331101
222.0,-0.1396715,3.574124,-0.499203260266
223.0,-0.1361785,3.573777,-0.48667159119450004
224.0,-0.1372065,3.573491,-0.49030619289150007
225.0,-0.135447,3.573217,-0.48398152299900005
226.0,-0.133058,3.572852,-0.4753965414160001
227.0,-0.1322075,3.572614,-0.47232636540500006
228.0,-0.130005,3.572343,-0.464422451715
229.0,-0.1274,3.572002,-0.45507305480000004
230.0,-0.128556,3.571754,-0.459170407224
231.0,-0.126206,3.571428,-0.45073564216800005
232.0,-0.126021,3.571095,-0.450032962995
233.0,-0.123741,3.570768,-0.44185040308800005
234.0,-0.122704,3.570496,-0.43811414118399994
235.0,-0.1214715,3.570168,-0.43367366221199993
236.0,-0.119258,3.569819,-0.425729474302
237.0,-0.1159105,3.569514,-0.413744152497
238.0,-0.1174895,3.569239,-0.4193481054905
239.0,-0.114727,3.568923,-0.40945182902099997
240.0,-0.1132675,3.568635,-0.40421036486249995
241.0,-0.111963,3.568246,-0.39951152689799996
242.0,-0.1107515,3.567928,-0.39515337789200006
243.0,-0.1085355,3.567604,-0.387211683942
244.0,-0.106034,3.567331,-0.37825837525399997
245.0,-0.105822,3.567042,-0.37747151852399996
246.0,-0.101628,3.566603,-0.362466729684
247.0,-0.103888,3.566245,-0.37049006055999995
248.0,-0.100979,3.565948,-0.360085863092
249.0,-0.099697,3.565624,-0.355482015928
250.0,-0.0984035,3.565344,-0.35084232830400003
251.0,-0.0978205,3.565049,-0.3487348757045
252.0,-0.0959425,3.564717,-0.3420078607725
253.0,-0.0934865,3.564284,-0.333212436166
254.0,-0.0931305,3.564071,-0.33192371426550005
255.0,-0.089927,3.563713,-0.32047401895100003
256.0,-0.0619745,3.557947,-0.2205019863515
257.0,-0.0595905,3.557334,-0.211983311727
258.0,-0.0585495,3.557021,-0.2082618010395
259.0,-0.055165,3.556666,-0.19620347988999998
260.0,-0.0543825,3.556294,-0.193400158455
261.0,-0.052406,3.555955,-0.18635337773
262.0,-0.0523905,3.555595,-0.1862793998475
263.0,-0.050893,3.555241,-0.180936880213
264.0,-0.0483415,3.554829,-0.1718457661035
265.0,-0.0473885,3.554476,-0.16844128592600002
266.0,-0.044776,3.55411,-0.15913882936
267.0,-0.0448925,3.553793,-0.15953865225250002
268.0,-0.0425095,3.553442,-0.151055042699
269.0,-0.0406815,3.553033,-0.1445427119895
270.0,-0.038391,3.552691,-0.136391360181
271.0,-0.03705,3.552326,-0.13161367829999998
272.0,-0.036108,3.551959,-0.128254135572
273.0,-0.03438,3.551481,-0.12209991678
274.0,-0.034497,3.55116,-0.12250436651999999
275.0,-0.030524,3.550811,-0.108384954964
276.0,-0.028966,3.550454,-0.102842450564
277.0,-0.0279755,3.550129,-0.0993166338395
278.0,-0.027314,3.549768,-0.096958363152
279.0,-0.024194,3.549312,-0.08587205452800001
280.0,-0.022879,3.54897,-0.08119688463000001
281.0,-0.021768,3.548643,-0.07724686082400001
282.0,-0.0190005,3.548195,-0.06741747909750001
283.0,-0.0164935,3.54783,-0.058516134105
284.0,-0.0167605,3.547446,-0.059456968683
285.0,-0.0154315,3.547066,-0.054736548979
286.0,-0.0414665,3.552292,-0.14730111621800002
287.0,-0.040888,3.551997,-0.145234053336
288.0,-0.037084,3.551672,-0.131710204448
289.0,-0.037017,3.551283,-0.131457842811
290.0,-0.0351375,3.550979,-0.1247725246125
291.0,-0.0338805,3.550584,-0.12029556121200001
292.0,-0.0310695,3.550218,-0.110303498151
293.0,-0.0299565,3.549895,-0.1063424295675
294.0,-0.0288405,3.549545,-0.10237065257250001
295.0,-0.0266055,3.549153,-0.09442699014150001
296.0,-0.025306,3.54885,-0.08980719809999999
297.0,-0.022817,3.548431,-0.080964550127
298.0,-0.0222395,3.54816,-0.07890930432
299.0,-0.0210835,3.547703,-0.0747979962005
300.0,-0.018033,3.547404,-0.063970336332
301.0,-0.017091,3.54703,-0.060622289729999994
302.0,-0.016187,3.546634,-0.057409364558
303.0,-0.015204,3.546306,-0.053918036424000004
304.0,-0.012525,3.545914,-0.04441257285
305.0,-0.009327,3.545517,-0.033069037059
306.0,-0.0097825,3.545116,-0.03468009727
307.0,-0.008243,3.544826,-0.029220000718000003
308.0,-0.0059645,3.544414,-0.021140657303
309.0,-0.0024645,3.544045,-0.008734298902500002
310.0,-0.002328,3.543674,-0.008249673072
311.0,0.000923,3.543299,0.0032704649770000003
312.0,0.001028,3.54286,0.0036420600800000005
313.0,0.002816,3.542521,0.009975739135999999
314.0,0.005321,3.542102,0.018847524742
315.0,0.0077225,3.541697,0.0273507550825
316.0,0.008559,3.541347,0.030310388973000004
317.0,0.01078,3.540983,0.03817179674
318.0,0.0118065,3.540599,0.0418020820935
319.0,0.0111345,3.540323,0.0394197264435
320.0,0.0145415,3.539849,0.0514747142335
321.0,0.0173675,3.539457,0.061471519447500005
322.0,0.0184035,3.539118,0.06513215811300001
323.0,0.0210975,3.538572,0.07465502277
324.0,0.0211795,3.538415,0.0749418604925
325.0,0.023321,3.537998,0.08250965135800001
326.0,0.023591,3.537592,0.08345533287200001
327.0,0.025223,3.537139,0.08921725699699999
328.0,0.027734,3.536852,0.098091053368
329.0,0.02938,3.536381,0.10389887378
330.0,0.030622,3.535989,0.108279055158
331.0,0.0321055,3.535647,0.1135137147585
332.0,0.0336835,3.535301,0.11908131123349999
333.0,0.034075,3.534904,0.12045185380000001
334.0,0.0370335,3.534568,0.130897424028
335.0,0.038635,3.534225,0.13654478287500002
336.0,0.041559,3.53378,0.14686036302
337.0,0.0444305,3.53328,0.15698539704
338.0,0.0431105,3.53291,0.15230551655500002
339.0,0.0466495,3.532578,0.164792997411
340.0,0.0475375,3.532192,0.16791157720000002
341.0,0.049434,3.53178,0.17459001252
342.0,0.0511325,3.53148,0.1805734011
343.0,0.0518555,3.531134,0.183108719137
344.0,0.051818,3.531039,0.182971378902
345.0,0.0518665,3.530985,0.1831398335025
346.0,0.0525605,3.530919,0.1855868680995
347.0,0.0528025,3.53095,0.186442987375
348.0,0.0519535,3.530978,0.183446665523
349.0,0.0521755,3.530954,0.184229290427
350.0,0.0507725,3.531113,0.1792834347925
351.0,0.078673,3.525533,0.27736425770900003
352.0,0.0802565,3.525432,0.28293883330799996
353.0,0.0773265,3.525421,0.27260846695650004
354.0,0.077756,3.525621,0.274138186476
355.0,0.0766345,3.525545,0.27017837830249997
356.0,0.0773125,3.525522,0.272566919625
357.0,0.0747185,3.525698,0.263434866013
358.0,0.0749085,3.5258,0.2641123893
359.0,0.0748675,3.52573,0.263962590775
360.0,0.0762285,3.525741,0.2687619478185
361.0,0.074199,3.525846,0.261614247354
362.0,0.0721855,3.525936,0.254521453128
363.0,0.071467,3.525962,0.251989926254
364.0,0.0721095,3.526031,0.2542603323945
365.0,0.0727075,3.526185,0.2563800958875
366.0,0.071429,3.526225,0.251874725525
367.0,0.0709075,3.526211,0.2500348064825
368.0,0.0692425,3.526395,0.2441764057875
369.0,0.0684505,3.526498,0.241390551349
370.0,0.0704655,3.526477,0.2484949650435
371.0,0.069622,3.526539,0.24552469825800002
372.0,0.068068,3.526672,0.240053509696
373.0,0.0689345,3.526672,0.24310937098399998
374.0,0.0675685,3.526913,0.2383082210405
375.0,0.065617,3.527018,0.23143234010599997
376.0,0.065387,3.52707,0.23062452609
377.0,0.0648725,3.527203,0.22881847661750002
378.0,0.064156,3.527364,0.22630156478400001
379.0,0.063654,3.527347,0.22452974593799999
380.0,0.0643435,3.527434,0.226967449579
381.0,0.0347985,3.533276,0.122952704886
382.0,0.033017,3.533485,0.116665074245
383.0,0.033441,3.533514,0.11816424167399998
384.0,0.032962,3.533681,0.116477193122
385.0,0.0319515,3.533677,0.1129062806655
386.0,0.0308195,3.533861,0.10891182908949999
387.0,0.029532,3.53411,0.10436933652
388.0,0.029947,3.534171,0.105837818937
389.0,0.028209,3.534312,0.099699407208
390.0,0.0273145,3.534516,0.09654353728199999
391.0,0.026701,3.534657,0.094378876557
392.0,0.027046,3.534896,0.095604797216
393.0,0.025126,3.53486,0.08881689236
394.0,0.0253405,3.535029,0.0895794023745
395.0,0.0244305,3.535229,0.08636741208450001
396.0,0.025065,3.535239,0.088610765535
397.0,0.023174,3.53549,0.08193144526
398.0,0.022855,3.535633,0.080806892215
399.0,0.02283,3.535831,0.08072302173
400.0,0.0208655,3.536009,0.0737805957895
401.0,0.0198895,3.536002,0.070329311779
402.0,0.020565,3.536171,0.072721356615
403.0,0.018469,3.53638,0.06531340222
404.0,0.016904,3.536469,0.05978047197599999
405.0,0.017228,3.536758,0.060931266824
406.0,0.017348,3.536757,0.061355660436
407.0,0.016997,3.536916,0.06011696125200001
408.0,0.0146275,3.537097,0.0517388863675
409.0,0.013473,3.537276,0.047657719548
410.0,0.0122675,3.537508,0.04339637939
411.0,0.013234,3.537652,0.046817286568
412.0,0.011972,3.537808,0.042354637376
413.0,0.010819,3.537942,0.038276994498000004
414.0,0.010123,3.538132,0.035816510236
415.0,0.008269,3.538319,0.029258359811
416.0,0.009267,3.538462,0.032790927354
417.0,0.0066045,3.538697,0.0233713243365
418.0,0.0094625,3.538879,0.0334866425375
419.0,0.0045575,3.539042,0.016129183914999998
420.0,0.0051845,3.53915,0.018348723174999998
421.0,0.0036165,3.539364,0.012800109906
422.0,0.004374,3.539577,0.015482109798
423.0,0.002461,3.539752,0.008711329672000001
424.0,0.0013935,3.539972,0.004932950982
425.0,0.0008095,3.54009,0.002865702855
426.0,2.35e-05,3.54029,8.3196815e-05
427.0,-0.0013805,3.540462,-0.004887607791
428.0,-0.003544,3.540743,-0.012548393191999999
429.0,-0.003237,3.540864,-0.011461776768
430.0,-0.0064125,3.541098,-0.022707290924999998
431.0,-0.0056915,3.541294,-0.020155274801000003
432.0,-0.004237,3.541468,-0.015005199916000002
433.0,-0.0067125,3.541679,-0.0237735202875
434.0,-0.0066325,3.541911,-0.0234917247075
435.0,-0.009259,3.542072,-0.032796044648
436.0,-0.0090445,3.542189,-0.0320373284105
437.0,-0.010976,3.542384,-0.038881206784
438.0,-0.009958,3.542607,-0.035277280506
439.0,-0.0121305,3.542771,-0.0429755836155
440.0,-0.0133225,3.543025,-0.0472019505625
441.0,-0.0143345,3.543223,-0.050790330093499994
442.0,-0.013427,3.543407,-0.047577325789
443.0,-0.0146595,3.543607,-0.051947506816500004
444.0,-0.0162565,3.543738,-0.057608776797
445.0,-0.0185365,3.544008,-0.065693504292
446.0,0.008529,3.538871,0.030183030758999998
447.0,0.0089115,3.538725,0.0315353478375
448.0,0.0085845,3.538869,0.0303794209305
449.0,0.006043,3.539064,0.021386563752
450.0,0.00491,3.539115,0.01737705465
451.0,0.0054605,3.539464,0.019327243172000002
452.0,0.006053,3.5396,0.0214251988
453.0,0.003786,3.53983,0.013401796379999999
454.0,0.0027665,3.540056,0.009793564924
455.0,0.000665,3.540278,0.00235428487
456.0,0.0012005,3.540495,0.0042503642475
457.0,-0.000663,3.540657,-0.002347455591
458.0,-0.0015365,3.54087,-0.005440546755
459.0,-0.0020025,3.541119,-0.0070910907975
460.0,-0.003905,3.541355,-0.013828991274999999
461.0,-0.005737,3.541551,-0.020317878087000002
462.0,-0.0057235,3.541672,-0.020270759692000002
463.0,-0.0066635,3.541939,-0.0236017105265
464.0,-0.0082735,3.542113,-0.0293056719055
465.0,-0.007592,3.54229,-0.026893065679999998
466.0,-0.0096845,3.542534,-0.034307670523
467.0,-0.0092845,3.542658,-0.032891808200999996
468.0,-0.0116415,3.542995,-0.0412457762925
469.0,-0.0120605,3.54323,-0.042733125414999996
470.0,-0.0148245,3.543393,-0.0525290295285
471.0,-0.015348,3.543631,-0.054387648588
472.0,-0.015139,3.543832,-0.053650072648
473.0,-0.0179565,3.544076,-0.063639200694
474.0,-0.0182895,3.544323,-0.0648238955085
475.0,-0.019889,3.544533,-0.070497216837
476.0,-0.046198,3.550096,-0.164007335008
477.0,-0.0497025,3.550655,-0.17647643013749997
478.0,-0.050383,3.550957,-0.178907866531
479.0,-0.0508755,3.551211,-0.18066963523049998
480.0,-0.051487,3.551479,-0.182854999273
481.0,-0.053357,3.551761,-0.189511311677
482.0,-0.052933,3.551942,-0.188014945886
483.0,-0.055691,3.55218,-0.19782445637999999
484.0,-0.05627,3.552519,-0.19990024413000002
485.0,-0.057387,3.55273,-0.20388051651
486.0,-0.059079,3.55302,-0.20990886858
487.0,-0.0597955,3.553258,-0.212468838739
488.0,-0.0598005,3.553507,-0.21250149535350002
489.0,-0.061606,3.553738,-0.21893158322800002
490.0,-0.0620535,3.553988,-0.220537394358
491.0,-0.0637635,3.55413,-0.226623768255
492.0,-0.065986,3.554523,-0.23454875467800002
493.0,-0.0662355,3.554826,-0.235455677523
494.0,-0.066839,3.555017,-0.23761378126299998
495.0,-0.067924,3.555291,-0.241489585884
496.0,-0.069351,3.555586,-0.246583444686
497.0,-0.070403,3.555768,-0.25033673450399996
498.0,-0.070906,3.556048,-0.252145139488
499.0,-0.0728335,3.556306,-0.259018213051
500.0,-0.0739745,3.556542,-0.263093416179
501.0,-0.0747745,3.556795,-0.2659575677275
502.0,-0.0761725,3.557185,-0.2709596744125
503.0,-0.07716,3.557394,-0.27448852104000004
504.0,-0.0777825,3.55757,-0.27671668852500003
505.0,-0.0805165,3.557928,-0.286471909812
506.0,-0.081255,3.558135,-0.28911625942499997
507.0,-0.0821115,3.558331,-0.2921798959065
508.0,-0.08167,3.558596,-0.29063053532000005
509.0,-0.083082,3.558863,-0.295677455766
510.0,-0.0862055,3.559146,-0.30681796050300003
511.0,-0.085793,3.559351,-0.305367400343
512.0,-0.084901,3.559687,-0.302220985987
513.0,-0.08756,3.56001,-0.3117144756
514.0,-0.090298,3.560264,-0.321484718672
515.0,-0.09107,3.560542,-0.32425855993999997
516.0,-0.0931145,3.56075,-0.331557455875
517.0,-0.0924485,3.560999,-0.3292090160515
518.0,-0.094197,3.561338,-0.33546735558600005
519.0,-0.093685,3.561547,-0.33366353069500004
520.0,-0.0956675,3.56189,-0.340757111575
521.0,-0.097027,3.562135,-0.34562327264500003
522.0,-0.0985565,3.562336,-0.35109136798400004
523.0,-0.1003335,3.562682,-0.357456354447
524.0,-0.100754,3.562914,-0.358977837156
525.0,-0.1039255,3.563245,-0.37031201824750004
526.0,-0.1033145,3.563453,-0.3681563649685
527.0,-0.1055825,3.563716,-0.37626604456999996
528.0,-0.1052415,3.563978,-0.375078390687
529.0,-0.1067795,3.564306,-0.380594812527
530.0,-0.108247,3.56455,-0.38585184385
531.0,-0.109571,3.564831,-0.390602097501
532.0,-0.109603,3.565121,-0.390747956963
533.0,-0.110705,3.565357,-0.394702846685
534.0,-0.111436,3.565641,-0.39734077047599997
535.0,-0.112835,3.565931,-0.402361824385
536.0,-0.1146165,3.566163,-0.4087411214895
537.0,-0.1141825,3.566505,-0.4072324571625
538.0,-0.117059,3.566734,-0.417518315306
539.0,-0.1184,3.567054,-0.42233919360000005
540.0,-0.1197105,3.567277,-0.42704051330849996
541.0,0.3605505,3.470961,1.2514567240305
542.0,0.367301,3.468697,1.274055876797
543.0,0.365789,3.468802,1.268849614778
544.0,0.3639045,3.468686,1.262270444487
545.0,0.3643365,3.468287,1.2636235465755001
546.0,0.3638065,3.468035,1.2616936752274999
547.0,0.3619545,3.46804,1.25527268418
548.0,0.3598875,3.468039,1.2481038856125002
549.0,0.3582655,3.468297,1.2425711588535002
550.0,0.357974,3.468115,1.2414949990100002
551.0,0.359373,3.467819,1.246240517487
552.0,0.354784,3.467975,1.2303820424
553.0,0.3535335,3.468361,1.2261818035935
554.0,0.3522585,3.468352,1.2217564729919999
555.0,0.352267,3.46814,1.22171127338
556.0,0.3517155,3.467952,1.219732471656
557.0,0.349798,3.468108,1.2131372421839999
558.0,0.347698,3.468078,1.2058437844440002
559.0,0.345589,3.468607,1.1987124245229999
560.0,0.3440295,3.468529,1.1932762976055
561.0,0.345319,3.468267,1.197658492173
562.0,0.342829,3.468518,1.189108557422
563.0,0.34255,3.468548,1.1881511174000001
564.0,0.340878,3.468728,1.182413063184
565.0,0.3380665,3.468823,1.1726928507295
566.0,0.33917,3.468847,1.17652883699
567.0,0.3354095,3.469046,1.1635509843370002
568.0,0.335896,3.469141,1.165270585336
569.0,0.3347145,3.469185,1.1611865226825
570.0,0.3350445,3.469396,1.162402048122
571.0,0.3327475,3.469514,1.154472109715
572.0,0.329953,3.469502,1.144772593406
573.0,0.3297,3.469695,1.1439584415000001
574.0,0.3279195,3.469758,1.137801308481
575.0,0.3263455,3.46993,1.132396040815
576.0,0.3260735,3.470041,1.1314884140135002
577.0,0.325285,3.470174,1.12879554959
578.0,0.32354,3.470469,1.12283554026
579.0,0.3225525,3.470538,1.1194307082450001
580.0,0.320928,3.470721,1.113851549088
581.0,0.318648,3.470809,1.105966346232
582.0,0.3179785,3.471007,1.1037055993495
583.0,0.3170255,3.471056,1.100413263928
584.0,0.31525,3.471543,1.09440393075
585.0,0.314215,3.471666,1.09084953219
586.0,0.314156,3.471545,1.0906066910199999
587.0,0.311754,3.471706,1.082318232324
588.0,0.309781,3.472018,1.0755652080579998
589.0,0.3092895,3.472152,1.073900156004
