1.000,6894.528,306.436
2.000,6781.894,306.814
3.000,6867.233,306.527
4.000,6941.369,306.281
5.000,7010.599,306.055
6.000,7078.219,305.835
7.000,7157.907,305.580
8.000,7214.393,305.401
9.000,7078.990,305.833
10.000,6913.619,306.373
11.000,6789.432,306.789
12.000,6696.763,307.104
13.000,6626.372,307.348
14.000,6571.494,307.539
15.000,6528.137,307.692
