1,000;7372,638;304,908
2,000;7420,458;304,762
3,000;7598,074;304,227
4,000;7596,538;304,232
5,000;7540,499;304,399
6,000;7484,357;304,568
7,000;7441,208;304,699
8,000;7487,472;304,558
9,000;7568,948;304,314
10,000;7644,737;304,089
11,000;7682,280;303,978
12,000;7600,497;304,220
13,000;7529,245;304,433
14,000;7474,357;304,598
15,000;7435,506;304,716
