1,000;10931,949;297,731
2,000;10044,999;298,053
3,000;9344,952;299,626
4,000;8785,453;300,984
5,000;8390,760;302,003
6,000;8102,551;302,783
7,000;7987,271;303,104
8,000;8044,169;302,945
9,000;8106,677;302,771
10,000;8129,044;302,710
11,000;7901,640;303,345
12,000;7638,167;304,108
13,000;7448,633;304,676
14,000;7311,900;305,096
15,000;7250,453;305,288
